From,to,Name,Agents,Results ,Type,Label,Place (modern),Historic affiliation,Archival sources,WIKIDATA ENTITY ID,WIKIDATA COUNTRY ID,COUNTRY NAME,WIKIDATA LOCATION ID,WIKIDATA LOCATION NAME
1700,1700,Riot on the Pretender's Birthday,supporters of the Stuart dynasty,#,government,Whitechapel / England,Whitechapel / England,British Empire,#,#,#,#,#,#
1700,1700,Riot,William Brandon / Portsmouth / to the Victualling Board. The Nassau is to be reduced to a guardship and was paid off / but there were no lists for the short allowance money so a riot ensued / which was controlled by soldiers.,#,military regulations / peace-keeping,Portsmouth / England,Portsmouth / England,British Empire,UK National Archives / ADM 106/539/217,#,#,#,#,#
1702,1713,Queen Anne’s War / 2nd French and Indian War,complex conflict between French (and the Spanish house of Bourbon) / allied with native Americans / and an alliance of Britain / Electoral Hanover and Habsburg (also allied with some native American tribes),settled in the Peace of Utrecht,colonial expansion / consolidation,North America,North America,British Empire,#,Q869045,#,#,Q49,North America
1702,1702,Chipchase Riots,local rioting involving military men / led by Robert Algood due to a land dispute with George Saffin / a London gentleman,#,personal disputes,Chipchase / England,Chipchase / England,British Empire,https://theses.ncl.ac.uk/jspui/bitstream/10443/198/1/bath01.pdf,#,#,#,#,#
1703,1703,Battle of Falmouth,New France and Wabanaki Confederacy vs. Massachusetts Bay Colony,#,colonial expansion / consolidation,Falmouth / Maine,Falmouth / Maine,British Empire,#,Q17515458,#,#,Q2323206,Falmouth / Maine
1703,1703,Riot,confession of Robert Smith / Bellman / in relation to a riot at Deptford in September 1702. People: Henry Hill / Brazier / John Bennetland / James Jenneway and Jonathan Esden,investigation by Commissioner Henry Greenhill / Woolwich / Deptford,context unclear,Deptford / England,Deptford / England,British Empire,UK National Archives / ADM 106/571/32,#,#,#,#,#
1703,1703,Riot,riot 'in May Fair',"Thomas Cooke / prisoner in Newgate / petitions the queen after having been sentenced to death for the murder of John Cowper [or Cooper] / a constable / he claims innocence and accuses William Burnett, witnesses conform that he was physically incapable of murder at the time of the riot because of an injury to his arm.",context unclear,Westminster / England,Westminster / England,British Empire,UK National Archives / SP 34/3/9+10+N2,#,#,#,#,#
1703,#,Northeast Coast Campaign,#,#,international,There are seven different events of that name!,There are seven different events of that name!,British Empire,#,Q11400813,#,#,#,#
1704,1704,Riot,riot in Cardigan,"evidence lacking for the Grand Jury's investigation into the riot, matter referred to the justices of the peace of Cardigan, Remarke Bunworth has been discharged",context unclear,Cardigan / England,Cardigan / England,British Empire,UK National Archives / SP 34/4/N22,#,#,#,#,#
1705,1705,Riot,riot committed by several J P s for the County of Anglesey and Carnarvonshire in Beaumaris [date unclear],#,context unclear,Beaumaris / Wales,Beaumaris / Wales,British Empire,Hertfordshire Archives and Local Studies DE/P/F155,#,#,#,#,#
1706,1706,Riot,local riot with several invovled persons,"John Prince / Edward Gamage / Anne Higgins / Mary Havard / Bridgett Waters / William Herbert / Elizabeth Phillips / Jane Mason / Thomas Herbert / Jarvis Newton and Capt Harry Colt questioned in relation to the riot, Edward Russell / Thomas Hugh / William Roberts / Walter Davies and Henry Newman / petty constables of Abergavenny [Monm] / gave information as to various persons involved in the riot",context unclear,Llanfihangel Crucornau [Monm],Llanfihangel Crucornau [Monm],British Empire,UK National Archives / SP 34/8/49,#,#,#,#,#
1706,1707,Union Act Riots,civil unrest and disorder in Scottish towns,#,government,Scotland / Britain,Scotland / Britain,British Empire,#,#,#,#,#,#
1707,1707,Church Riot,#,#,context unclear,Swindon,#,British Empire,UK National Archives,#,#,#,#,#
1707,1707,Market place riot,April 1707,#,context unclear,Swindon,#,British Empire,UK National Archives,#,#,#,#,#
1707,1707,Church Riot,riot in early October / sequel to church riot on 20 Oct.,Report by Crown officers and Earl of Sunderland re situation after riot on 5 Oct,context unclear,Wiltshire,#,British Empire,Wiltshire and Swindon History Centre G20/1/90/35-55,#,#,#,#,#
1707,1707,Market place riot,April 1707,Mayor and Burgesses reported to Crown officers,context unclear,Wiltshire,#,British Empire,Wiltshire and Swindon History Centre G20/1/90/19-22,#,#,#,#,#
1708,1708,Riot,Elinor Costing and Sarah Linnard ,accused women expressed intention to plead guilty to indictment 'for riot and assault',context unclear,Surrey / England,Surrey / England,British Empire,Surrey History Centre QS2/6/1708/Mic/30,#,#,#,#,#
1708,1708,Riot,Notice by Joshua Riggs of intention to appear at the next sessions to submit to the court on the indictment made against him for a riot and assault,#,context unclear,Surrey / England,Surrey / England,British Empire,Surrey History Centre QS2/6/1708/Mid/4,#,#,#,#,#
1708,1708,Planned Invasion of 1708,Jacobites in French / French supporters of the Stuart dynasty,"British victory over the Jacobites /
 France unable to disembark troops /
 strategic gains for France as the British had to divert troops away to Scotland",government,Scotland / Britain,Scotland / Britain,British Empire,#,#,#,#,#,#
1708,#,Wager's Action,#,British victory,international,Cartagena de Indias,Off Cartagena / Caribbean Sea,British Empire / Spanish Empire,#,Q7959512,#,#,Q657461,Cartagena de Indias
1709,1709,Riot,#,commendation of the Queen and Committee of Council for manner in which riot was suppressed,context unclear,Bristol / England,Bristol / England,British Empire,Bristol Archives BCC/J/Adm/4/26,#,#,#,#,#
1709,1710,Food Riots in Britain,uprising of the poor,#,social / economic,British Isles,Great Britain,British Empire,#,#,#,#,#,#
1710,1710,Riot,riot committed in Ely on 16 May 1710 at the instigation of George Mayfield and Nicholas Massaber / justices of the peace,investigation by Rob[er]t Raymond / Solicitor-General,context unclear,Ely / England,Ely / England,British Empire,UK National Archives / SP 34/37/20,#,#,#,#,#
1710,1710,Sacheverell Riot,support for oppositional (high Church) preacher Henry Sacheverell / attacks on the homes and meeting-houses of Dissenters,one of the riots that led to the passing of the Riot Act,religion / cultural identity,Barnstaple / Devon / England,Barnstaple / Devon / England,British Empire,#,#,#,#,#,#
1710,1710,Sacheverell Riot,local support for oppositional (high Church) preacher Henry Sacheverell / attacks on the homes and meeting-houses of Dissenters,one of the riots that led to the passing of the Riot Act,religion / cultural identity,Gainsborough / Lincolnshire / England,Gainsborough / Lincolnshire / England,British Empire,#,#,#,#,#,#
1710,1710,Sacheverell Riot,local support for oppositional (high Church) preacher Henry Sacheverell / attacks on the homes and meeting-houses of Dissenters,one of the riots that led to the passing of the Riot Act,religion / cultural identity,London City / England,London City / England,British Empire,#,#,#,#,#,#
1710,1710,Sacheverell Riot,support for oppositional (high Church) preacher Henry Sacheverell / attacks on the homes and meeting-houses of Dissenters,one of the riots that led to the passing of the Riot Act,religion / cultural identity,Wrexham / Wales,Wrexham / Wales,British Empire,#,#,#,#,#,#
1710,1710,Riot,Mandate from Sir William Coryton to constables of North Hill for certain men and a woman of that parish to appear before him at Newton for causing a riot and stealing corn etc.,#,social / economic,Cornwall / Britain,Cornwall / Britain,British Empire,Cornwall Record Office CY/7257,#,#,#,#,#
1710,1710,Enclosure Riot,riot in Northants following enclosures by Lord Powis,J Freeman to Secretary Boyle / from Wellingborough / Northants: His proceedings in dispersing a threatened riot against Lord Powis' enclosure.,social / economic,Northants / England,Northants / England,British Empire,UK National Archives / SP 34/12/61+78,#,#,#,#,#
1710,1713,Boston Bread Riots,series of three riots by the poor,#,social / economic,Boston / Province of Massachusetts Bay,Boston / MA,British Empire,#,#,#,#,#,#
1711,1711,Cary's Rebellion,against the government in North Carolina,#,government,North Carolina / North America,North Carolina / USA,British Empire,#,#,#,#,#,#
1712,1712,(intended) Queen's Birthday Riot,commemorating Elizabeth I's birthday,#,alleged / planned,London / England,London / England,British Empire,#,#,#,#,#,#
1712,1712,(intended) Queen's Birthday Riot,commemorating Elizabeth I's birthday,#,alleged / planned,Oxford / England,Oxford / England,British Empire,#,#,#,#,#,#
1712,1712,Riot,Notice by Moses Wood and John Gunn of their intention to appear at the next sessions to try their traverse upon an indictment for a riot with others and for burning a calf's head / intention to appear at the next sessions to try his/her traverse upon an indictment 'for a cheate',#,context unclear,Surrey / England,Surrey / England,British Empire,Surrey History Centre QS2/6/1712/39,#,#,#,#,#
1712,1712,Riot,Capt Reading / Robert Beard and Hugh Jones / indicted for a riot in Essex Street / [Westminster] ,accused asked to have charges against them dropped / as they were acting with the authority of the High Constable of Westminster,context unclear,Westminster / England,Westminster / England,British Empire,UK National Archives / SP 34/33/67,#,#,#,#,#
1712,1712,Riot,"Folio 160. J Whitman to [John] Barbot. The mob continually surround 'the house', the justices of the peace are doing nothing to suppress the riot.",Folio 161. [?Copy] of note from J Whitman concerning the riot / with postscript by J[?ohn] B[?arbot]: 'all this may be only threatenings / but whatever it be it's much terrifying'.,government,London / England,London / England,British Empire,UK National Archives / SP 34/37/93+94,#,#,#,#,#
1712,1712,Riot in response to the killing of Robert Park,local riot caused by the killing of Robert Park by Sergeant Davies,investigation by Lord Advocate Stewart,military regulations / peace-keeping,Glasgow / Scotland,Glasgow / Scotland,British Empire,UK National Archives / SP 54/4/68,#,#,#,#,#
1712,1712,King William's birthday Riot / Theatre Riot,riot between Whig and Tory partisans,#,political freedoms / personal rights,Dublin / Ireland,Dublin / Ireland,British Empire,#,#,#,#,#,#
1712,1712,(unsuccessful) New York Slave Revolt of 1712,slaves,#,slavery / rights of freed slaves,New York,New York / USA,British Empire,#,#,#,#,#,#
1713,1713,Riot / assault and rescue,William [?] Baryter: intention to appear at the next sessions to try his traverse upon an indictment for a riot and assault and rescue,#,context unclear,Surrey / England,Surrey / England,British Empire,Surrey History Centre QS2/6/1713/51,#,#,#,#,#
1713,1713,Dublin election riot,#,#,elections,Dublin / Ireland,Dublin / Ireland,British Empire,#,#,#,#,#,#
1713,1713,Election Riot,"Petition of Sir Wm [William] Fownes and Mr Tucker voted frivolous and vexatious without division. All main actors in riot were their followers who led many carmen / link-boys and newspaper-cryers who pulled down the stage when poll began. Mob refused to obey sheriffs / beat off one party of the main guard and attacked a second. Afterwards forced candidates who are present MPs and others to escape over wall. Active in the riot was Mr Harvey / 'servant to the lord chancellor', we were defeated by two votes in attempt to get that phrase removed from motion. By another motion / commons succeeded in pre-empting lords in getting hold of papers relating to mayoral elections in town clerk's hands.",Resolutions of house of commons. No sheriff / mayor or chief magistrate has right to vote in election / except where casting vote / or where right allowed by charter or customary usage. Mr Brodrick reported from committee on proceedings against Edward Lloyd for printing and publishing Memoirs of the Chevalier De St George and Dudley Moore about riot at the Playhouse / leading to six resolutions (listed). Committee appointed to draw up address and house adjourned.,elections,Dublin / Ireland,Dublin / Ireland,British Empire,UK National Archives / SP 63/369/26-27,#,#,#,#,#
1714,1714,Riot,riot,intervention by mayor and magistrates,context unclear,Bristol / England,Bristol / England,British Empire,UK National Archives / PC 1/14/58,#,#,#,#,#
1714,1714,Coronation Riot,"riot following King George I's coronation on October 28 / incited by Matthew Falconer, Falconer verbally abused Elizabeth Jennings and her husband who were celebrating the Coronation / inciting a riot in which Mr. Jennings was physically abused.",court investigation followed,government,Westminster / England,Westminster / England,British Empire,UK National Archives / SP 35/4/50,#,#,#,#,#
1714,1714,Coronation Riot,local population rioting on 21 October / incited by the coronation of King George I,#,government,Edinburgh / Scotland,Edinburgh / Scotland,British Empire,UK National Archives / SP 55/1/36,#,#,#,#,#
1714,1714,Oxford Riots,Tory riots on the occasion of the Prince of Wales's birthday,#,government,Oxford / England,Oxford / England,British Empire,#,#,#,#,#,#
1714,1714,Attempt to rescue prisoners and riot,attempt to rescue the prisoners and riot,events reported from Dublin Castle to London,prisons,Dublin / Ireland,Dublin / Ireland,British Empire,UK National Archives / SP 63/370/97,#,#,#,#,#
1715,1715,Riot,#,soldiers involved in quelling the riot apply for financial recompensations,context unclear,Birmingham / England,Birmingham / England,British Empire,UK National Archives / SP 35/4/63,#,#,#,#,#
