"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"VBJFX9BW","book","1643","Charles I, King of England, Scotland and Ireland","A proclamation to restrain all trade or commerce with ... London, and some other cities and townes now in actuall rebellion.","","","","","","","1643","2019-07-23 10:01:39","2020-06-03 15:33:34","","","17th Oct. ; (fol.)","","","","","Proclamation","","","","","Leonard Lichfield","Oxford","","","","Copac","","Copac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R2GK37NG","book","1642","Parliament proc, Ch. i. [Main author]","A declaration and resolution ... concerning his maiesties late proclamation for the suppressing the present rebellion, under the command of Robert earle of Essex. [&c. Printed 15 Aug. 1642.].","","","","","","","1642","2019-07-23 10:01:39","2020-06-03 15:33:34","","","(4⁰)","","","","","Declaration","","","","","L.N. and I.F. for E. Husbands and I. Franck","London","","","","Copac","","Copac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JLK9M6KB","book","1684","Scotland Privy Council","A proclamation anent persons denunced fugitives, before the justices, for their being in the late rebellion 1679, and for resetting of rebels (5th May 1684) : with the lists of the saids fugitives","","","","","","","1684","2019-07-23 10:01:39","2020-06-03 15:33:34","","","(fol.)","","","","","Proclamation","","","","","John Bill and Christopher Barker","Edinburgh","","","","Copac","","Copac","","","","","","Church And State; Covenanters; fugitives; justice; proclamation; Scotland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WT69E8YW","book","1642","Parliament of England","A declaration and resolution of the Lords and Commons assembled in Parliament concerning His Majesties late proclamation for suppressing the present rebellion under the command of Robert Earle of Essex [electronic resource] : and the gracious offer of His Majesties free pardon to him and all such of his adherents as shall within six dayes after the date thereof lay down their armes.","","","","","","","1642-08-15","2019-07-23 10:01:39","2020-06-03 15:33:34","","","7 p.","","","","","Declaration","","","","","Edward Blackmore","London","English","","","Copac","","Copac","","","","","","England and Wales. Sovereign (1625-1649 : Charles I). -- His Majesties message to both Houses of Parliament [11 July 1642]; Essex, Robert Devereux, Earl of, 1591-1646.; Great Britain -- History -- Civil War, 1642-1649.; Great Britain -- Politics and government -- 1642-1649.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MQVVVV8B","book","1689","James II and VII, King of England, Scotland and Ireland","By the King: a proclamation [for free exercise of religion, and commanding all Irish subjects residing in England or Scotland, who are not in rebellion, to return within forty days]","","","","","","","1689","2019-07-23 10:01:39","2020-06-03 15:33:34","","","s.sh.fol.","","","","","By the King","","","","","[Benjamin Tooke/Andrew Crooke and Samuel Helsham]","Dublin","English","","","Copac","","Copac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YWD9U8IK","book","1700","Scotland. Sovereign (1694-1702 : William II), [Main author]; Scotland. Privy Council.","A proclamation for apprehending Captains Gavine Hamilton, Kenneth Mackenzie & Kenneth Urquhart. [microform]","","","","","","","1700","2019-07-23 10:01:39","2020-06-03 15:33:34","","","1 sheet ([1] p.).","","","","","Proclamation","","","","","the heirs and successors of Andrew Anderson","Edinburgh","English","","","Copac","","Copac","","","","","","Hamilton, Gavine, Captain.; Mackenzie, Kenneth, Captain.; Scotland -- Politics and government -- 1689-1745.; Scotland -- Proclamations.; Sedition -- Scotland.; Urquhart, Kenneth, Captain.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YGXM9EZ4","book","1746","Lord Lieutenant and Council of Ireland","By the Lords Justices and Council ... a Proclamation, for a General and Publick Thanksgiving [for the suppression of the Jacobite rebellion. Dated 4 September, 1746].","","","","","","","1746","2019-07-23 10:01:39","2020-06-03 15:33:34","","","s.sh.fol.","","","","","By the Lords Justices and Council","","","","","George Abraham Grierson","Dublin","English","","","Copac","","Copac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K4U62S7A","book","1748","Lord Lieutenant and Council of Ireland","By the Lords Justices and Council ... a Proclamation, offering a reward for apprehending and convicting the person or persons who burned a house and out-house ... belonging to Gibson Raymond clerk. [Dated 31 October, 1748].","","","","","","","1748","2019-07-23 10:01:39","2020-06-03 15:33:34","","","s.sh.fol.","","","","","By the Lords Justices and Council","","","","","George Abraham Grierson","Dublin","English","","","Copac","","Copac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7BWN5NZM","book","1704","Anne, Queen of Great Britain","By the Queen. A Proclamation [for apprehending all straggling and seafaring men and sending them to the Fleet. 18 Jan. 1705].","","","","","","","1704","2019-07-23 10:01:39","2020-06-03 15:33:34","","","B.L., s.sh.fol.","","","","","By the Queen","","","","","Charles Bill, and the executrix of Thomas Newcomb","London","English","","","Copac","","Copac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GAPNAWHS","book","1727","Lord Lieutenant and Council of Ireland Ireland (1724-1730 : Carteret)","By the Lord Lieutenant and Council of Ireland, a proclamation, offering a reward for discovering and apprehending the persons who broke into the house of the Reverend Mr. Peter Hickes of Lisduffe, in the county of Tipperary, robbed him and murdered Mr. William Hickes his son.","","","","","","","1727","2019-07-23 10:01:39","2020-06-03 15:33:34","","","1 sheet ; 1⁰.","","","","","By the Lord Lieutenant and Council","","","","","Andrew Crooke","Dublin","English","","","Copac","","Copac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HFIYT9LC","book","1708","Anne, Queen of Great Britain","By the Queen. A Proclamation [for apprehending James Ogilvie the younger, of Boyn, and others, who landed from the French Fleet in Scotland. 22 March, 1708]","","","","","","","1708","2019-07-23 10:01:39","2020-06-03 15:33:34","","","s. sh. fol.","","","","","By the Queen","","","","","Charles Bill, and the executrix of Thomas Newcomb","London","","","","Copac","","Copac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KWPDVH8Y","book","1707","Anne, Queen of Great Britain","By the Queen. A Proclamation, [for apprehending the person who since the death of King James II. has taken on him the stile and title of James the Third of England, etc. 6 March, 1708].","","","","","","","1707","2019-07-23 10:01:39","2020-06-03 15:33:34","","","B.L., s.sh.fol.","","","","","By the Queen","","","","","Charles Bill, and the executrix of Thomas Newcomb","London","English","","","Copac","","Copac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XQN82MGD","book","1570","Elizabeth I, Queen of England","By the Queene. A proclamation of the Queenes Maiesties pardon graunted to certaine of her subiectes vppon the west borders, hauyng offended by Leonard Dacres abusyng of them, in a rebellion lately stirred by him..","","","","","","","1570","2019-07-23 10:01:39","2020-06-03 15:33:34","","","2 sheets ([2] p.) ; 1⁰.","","","","","By the Queen","","","","","Richarde Iugge and Iohn [John] Cawood","London in Powles Churchyard","English","","","Copac","","Copac","","","","","","Dacre, Leonard, -1573.; Great Britain -- History -- Elizabeth, 1558-1603.; Great Britain -- History -- Northern Rebellion, 1569.; Pardon -- England -- Early works to 1800.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8AW3E7FU","book","1685","England and Wales. Court of Quarter Sessions of the Peace (Devon)","Devon ss. Ad general Quarterial. Session. Pacis Dom. regis tent. apud Castr. Exon, in & pro com. præd. sexto die Octobris, anno regni Regis Jacobi Secundi nunc Angliæ &c. primo annoq[ue] Dom. 1685","","","","","","","1685","2019-07-23 10:01:39","2020-06-03 15:33:34","","","1 sheet","","","","","","","","","","Freeman Collins, and are to be sold by Randal Taylor","London","English","","","Copac","","Copac","","","","","","1685; Broadside; England; Government; Great Britain; James II; King of England; monarchy; Monmouth's Rebellion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUH3TMAJ","book","1715","George I, King of Great Britain and Ireland","By the King, a proclamation, for apprehending Sir William Wyndham Baronet.","","","","","","","1715","2019-07-23 10:01:39","2020-06-03 15:33:34","","","1 sheet","","","","","By the King","","","","","John Baskett/the assigns of Thomas Newcomb, and Henry Hills, deceas'd","London","English","","","Copac","","Copac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K8YIKJ9W","book","1713","Anne, Queen of Great Britain","By the Queen, a proclamation, for discovering the author of a false, malicious, and factious libel, intituled, The publick spirit of the whigs, set forth in their generous encouragement of the author of the Crisis, with some observations on the seasonableness, candor, erudition, and style of that treatise [electronic resource].","","","","","","","1713","2019-07-23 10:01:39","2020-06-03 15:33:34","","","1 sheet ([1] p.).","","","","","By the Queen","","","","","John Baskett/the assigns of Thomas Newcomb, and Henry Hills, deceas'd","London","English","","","Copac","","Copac","","","","","","Censorship -- Great Britain -- Early works to 1800.; Great Britain -- History -- Anne, 1702-1714 -- Early works to 1800.; Swift, Jonathan, 1667-1745. -- Publick spirit of the Whigs -- Early works to 1800.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
